probability_rank,fips,county_name,state,probability_score,probability_tier,drought_score,fire_frequency_score,max_consecutive_weeks,recent_intensity,episode_frequency,total_drought_weeks,fire_count,fires_per_100k,last_drought_end
1,49037,San Juan County,UT,0.7836305813957505,Critical,0.75,0.06697102801099808,261,132.86936177546235,1,261,165,654.3686149163623,2024-01-01
2,35039,Rio Arriba County,NM,0.7814154612337466,Critical,0.75,0.057418979015724944,261,132.86936177546235,1,261,275,561.0419935007558,2024-01-01
3,35006,Cibola County,NM,0.7761692030098258,Critical,0.75,0.03479604575172838,261,132.86936177546235,1,261,107,340.00858704688034,2024-01-01
4,35045,San Juan County,NM,0.7702973825028632,Critical,0.75,0.009475560598806377,261,132.86936177546235,1,261,208,92.61922240944872,2024-01-01
5,35031,McKinley County,NM,0.7700736393863509,Critical,0.75,0.008510734740624495,261,132.86936177546235,1,261,87,83.19256037671767,2024-01-01
6,35043,Sandoval County,NM,0.7698263919582102,Critical,0.75,0.007444553506728237,261,132.86936177546235,1,261,178,72.77562340063017,2024-01-01
7,41069,Wheeler County,OR,0.7606845069363584,Critical,0.6426194493673825,0.576557092987379,214,113.30914131063807,2,246,72,5633.18999536087,2024-01-01
8,49017,Garfield County,UT,0.7162918080702018,High,0.687313204397369,0.13184363909260238,232,119.56565271301858,2,244,109,1288.1950973444548,2024-01-01
9,4005,Coconino County,AZ,0.698622760042024,High,0.6826080381981245,0.08231566261600812,229,119.55898179677835,2,252,1331,804.2906793081223,2024-01-01
10,49055,Wayne County,UT,0.6965998611457015,High,0.687313204397369,0.046927955933911955,232,119.56565271301858,2,244,21,458.54129025862864,2024-01-01
11,49041,Sevier County,UT,0.6964571132723127,High,0.687313204397369,0.04631239804952775,232,119.56565271301858,2,244,93,452.5270897804124,2024-01-01
12,49039,Sanpete County,UT,0.6917008281845877,High,0.6883635768350737,0.019849783674717153,232,119.96228282320801,2,247,77,193.97875165450253,2024-01-01
13,41023,Grant County,OR,0.6913112749901672,High,0.6359716666248326,0.31507911583215853,214,110.79887856283129,2,229,274,3078.4652243133487,2024-01-01
14,49027,Millard County,UT,0.6908011653730792,High,0.677536544652237,0.07732791584337037,221,115.6210345914057,3,245,160,755.5587732011473,2024-01-01
15,35059,Union County,NM,0.6903872824480825,High,0.6694446327803175,0.12140068318912237,225,116.94841753003011,2,244,27,1186.1640260479987,2024-01-01
16,6093,Siskiyou County,CA,0.6865266123428806,High,0.6560930761054721,0.18041703237600598,214,111.65388607077607,3,235,583,1762.7729275120803,2024-01-01
17,41037,Lake County,OR,0.6853601894142477,High,0.6381794614001268,0.2769050731820252,214,111.63256179133849,2,235,290,2705.492427788205,2024-01-01
18,49025,Kane County,UT,0.6853132685943161,High,0.6712575482319293,0.08924656517621374,226,117.0429766641054,2,242,132,872.007848642666,2024-01-01
19,41021,Gilliam County,OR,0.6852613406006851,High,0.6426194493673825,0.25131704841785235,214,113.30914131063807,2,246,17,2455.4891142456495,2024-01-01
20,35011,DeBaca County,NM,0.6846991870602713,High,0.6739801423574252,0.07116936094572525,208,108.46225173580042,5,227,14,695.3876914066363,2024-01-01
21,41025,Harney County,OR,0.6785932549879969,High,0.6381794614001268,0.24772467462121983,214,111.63256179133849,2,235,161,2420.3904553644425,2024-01-01
22,4015,Mohave County,AZ,0.6766409331848583,High,0.6772342170028887,0.01797942761134724,229,117.52977842443694,2,237,553,175.70476537942304,2024-01-01
23,35007,Colfax County,NM,0.6752182045580293,High,0.6727292973955009,0.03737407357860167,226,117.59872242814531,2,246,48,365.19675631994033,2024-01-01
24,6049,Modoc County,CA,0.6730667446539653,High,0.6356176559804368,0.23841119436993677,214,110.66520094920146,2,228,122,2329.3947280703983,2024-01-01
25,49015,Emery County,UT,0.6711788535803779,High,0.6698492343272886,0.03627711882849388,226,116.51118462622634,2,238,71,354.47915209449917,2024-01-01
26,35047,San Miguel County,NM,0.6704692555045377,High,0.6738535414397427,0.010524457346767949,220,114.8203134446603,3,242,45,102.86728434354389,2024-01-01
27,49007,Carbon County,UT,0.6660869725540816,High,0.6698492343272886,0.01431989146197257,226,116.51118462622634,2,238,44,139.94990849600205,2024-01-01
28,16003,Adams County,ID,0.6646985221657745,High,0.6284189359270002,0.24312144072191658,212,109.12692749906557,2,222,132,2375.415364928835,2024-01-01
29,35033,Mora County,NM,0.6638313773556224,High,0.6610866506821141,0.05425157145690122,222,115.56241037028381,2,242,18,530.0953928020415,2024-01-01
30,32017,Lincoln County,NV,0.6630588386607165,High,0.6305836312730094,0.22378328925567112,203,108.51144461153224,3,239,139,2186.4753436139276,2024-01-01
31,41019,Douglas County,OR,0.6613139533970902,High,0.6590653640177601,0.054850720897351664,214,112.77624880598049,3,243,580,535.9492774531736,2024-01-01
32,41055,Sherman County,OR,0.6577105739017994,High,0.6448161680162525,0.12006355375104882,214,114.13864209386551,2,251,10,1173.0998371067042,2024-01-01
33,35019,Guadalupe County,NM,0.6557747025353261,High,0.6592271680360176,0.030047387372102947,208,109.63441378440267,4,236,6,293.61265220120924,2024-01-01
34,41039,Lane County,OR,0.6552910771584054,High,0.6614836381050291,0.015174299124542332,214,113.68941092188464,3,249,485,148.2977488911571,2024-01-01
35,41065,Wasco County,OR,0.6544067107793841,High,0.6471311840832598,0.09269724145020866,214,115.01281304960187,2,256,213,905.7220767009918,2024-01-01
36,41035,Klamath County,OR,0.654000556156894,High,0.6524959614416689,0.06054319570420593,212,111.47561131374272,3,239,616,591.5666053668036,2024-01-01
37,41017,Deschutes County,OR,0.653585215895077,High,0.6589863686663395,0.02197050471602999,214,112.7464194484939,3,243,655,214.69888508856002,2024-01-01
38,41029,Jackson County,OR,0.65286747542083,High,0.6583172847983623,0.022667213745360407,214,112.49376734267346,3,241,504,221.50595861271495,2024-01-01
39,48043,Brewster County,TX,0.6526445037827423,High,0.6574028741918945,0.0268877530383643,202,105.74261028904759,5,224,19,262.7419984365039,2024-01-01
40,41033,Josephine County,OR,0.6521389437065302,High,0.6575656465255652,0.023785231196488062,214,112.20994194868884,3,239,259,232.4293522687845,2024-01-01
41,35057,Torrance County,NM,0.6515646260189373,High,0.6552653273254206,0.03434475016974061,220,114.54425434135307,2,240,62,335.5992826193643,2024-01-01
42,35037,Quay County,NM,0.6503707513790206,High,0.658769361698678,0.009338875385640048,216,111.48444746193438,3,227,4,91.28376347821859,2024-01-01
43,41031,Jefferson County,OR,0.649815088340431,High,0.6471311840832598,0.07289723093294656,214,115.01281304960187,2,256,196,712.2695424348912,2024-01-01
44,16059,Lemhi County,ID,0.6480740521669821,High,0.6385465321707029,0.11403944074955771,204,104.18527547126193,4,224,108,1114.2422963075305,2024-01-01
45,41001,Baker County,OR,0.6463694365538453,High,0.6359716666248326,0.12128076121240053,214,110.79887856283129,2,229,199,1184.9923493819276,2024-01-01
46,53039,Klickitat County,WA,0.645323994419862,High,0.6452695491434054,0.06408075463353136,214,114.30984289842337,2,252,173,626.129705189253,2024-01-01
47,35027,Lincoln County,NM,0.6447017140257131,High,0.6460502265603479,0.056973193268721106,207,111.99171415514,3,253,127,556.6865219507577,2024-01-01
48,53037,Kittitas County,WA,0.6440736175087226,High,0.6471311840832598,0.048138840110573226,214,115.01281304960187,2,256,294,470.37202198847393,2024-01-01
49,35061,Valencia County,NM,0.6433348611032024,High,0.6537935781618489,0.00719684956372239,220,113.98850857731316,2,236,65,70.3554754173546,2024-01-01
50,35001,Bernalillo County,NM,0.6418431750592157,High,0.6537935781618489,0.0007643957302308426,220,113.98850857731316,2,236,78,7.508312050761459,2024-01-01
51,41013,Crook County,OR,0.6372154586866648,High,0.6378013572553404,0.0714379416673876,214,111.48978625456083,2,234,198,698.0118122986581,2024-01-01
52,53007,Chelan County,WA,0.6361999849246589,High,0.644220522404913,0.030681087441459483,213,114.50373503513651,2,255,256,299.8041077196166,2024-01-01
53,53077,Yakima County,WA,0.6359068756311101,High,0.6471311840832598,0.012922186908277001,214,115.01281304960187,2,256,380,126.29388099884768,2024-01-01
54,48377,Presidio County,TX,0.6315499087431995,High,0.6426546501615618,0.019502936309032968,194,104.89366060903691,5,238,4,190.58994022752736,2024-01-01
55,16085,Valley County,ID,0.6295254976386959,High,0.6146717655256329,0.16935451922560607,204,101.91296643076593,3,217,226,1654.688580666347,2024-01-01
56,6105,Trinity County,CA,0.6286110892788012,High,0.6184284492077048,0.14412197598913953,202,104.51155228386932,3,215,253,1408.158437118303,2024-01-01
57,41049,Morrow County,OR,0.6248730878012813,High,0.6359716666248326,0.02858413011035637,214,110.79887856283129,2,229,34,279.3161534533241,2024-01-01
58,41059,Umatilla County,OR,0.6244219358410026,High,0.6356176559804368,0.02864487779829972,214,110.66520094920146,2,228,210,279.9096780968187,2024-01-01
59,4001,Apache County,AZ,0.6238395055996119,High,0.6306040091645645,0.054546059400949594,223,103.46187578379296,2,247,465,532.9726356720544,2024-01-01
60,49031,Piute County,UT,0.6218552110679607,High,0.6194803463714545,0.10902806833324753,217,102.8015649345946,2,229,19,1065.279559987707,2023-09-18
61,4017,Navajo County,AZ,0.616730549266631,High,0.6306040091645645,0.023890792764550844,223,103.46187578379296,2,247,415,233.46072307765579,2024-01-01
62,49047,Uintah County,UT,0.6104247741206825,High,0.6253627693266551,0.026401534174825193,206,104.76995773553678,3,244,175,257.9914822043221,2024-01-01
63,48465,Val Verde County,TX,0.6058259498942795,High,0.6264131860708381,0.0006176719946184154,193,106.09376958855395,4,244,1,6.074773494483044,2024-01-01
64,49001,Beaver County,UT,0.6050683052075932,High,0.6108416975089134,0.08559543073781309,215,100.71956137338682,2,227,87,836.335079204536,2023-09-04
65,30077,Powell County,MT,0.6030658870471951,High,0.599502159102047,0.14122267134277708,175,93.06614021647924,6,202,110,1379.8312889605122,2024-01-01
66,49013,Duchesne County,UT,0.6022085134695444,High,0.6153807719582545,0.04754012707643977,209,99.2306231635376,3,225,151,464.52240116881393,2024-01-01
67,16037,Custer County,ID,0.6014029827885714,High,0.5960237035880411,0.15376457660837697,195,93.43839859544012,4,213,74,1502.369777313353,2024-01-01
68,48243,Jeff Davis County,TX,0.5951260851991313,High,0.6152187528503805,0.017917430147709263,194,101.2766364962516,4,213,2,175.0990300214352,2024-01-01
69,49019,Grand County,UT,0.5949167497925896,High,0.6015816910911814,0.09429705798649271,199,99.9201067037497,3,235,128,921.3528039187953,2024-01-01
70,30085,Roosevelt County,MT,0.5922341853606422,High,0.6011460675283814,0.08519800788996142,197,100.93563951319636,3,202,115,832.4521288886697,2024-01-01
71,49051,Wasatch County,UT,0.5894297514085305,High,0.6122500114135541,0.010177775692686953,215,101.25135341126588,2,231,50,99.48009197275893,2023-09-04
72,48109,Culberson County,TX,0.5891643778456198,High,0.6126158214129277,0.0069603562172775735,191,102.06378839493176,4,226,3,68.04485860394763,2024-01-01
73,48111,Dallam County,TX,0.587902566084486,High,0.6096455338246498,0.01835202550273137,195,91.83910633388754,5,212,2,179.34516780686744,2024-01-01
74,49049,Utah County,UT,0.5875032407514731,High,0.6122500114135541,0.0018702696251690152,215,101.25135341126588,2,231,181,18.31305921834505,2023-09-04
75,41061,Union County,OR,0.5870951129244611,High,0.6041491263802501,0.04601870575135503,195,103.24964983031352,3,223,176,449.6576206290493,2024-01-01
76,49023,Juab County,UT,0.5841689705751577,High,0.6024459347029544,0.04305270845149071,204,97.29638239610384,3,228,94,420.6788635831917,2023-09-04
77,48229,Hudspeth County,TX,0.5828024333617956,High,0.6077597213030227,0.007046266225803342,190,100.82009527464551,4,220,1,68.88422729285024,2024-01-01
78,35025,Lea County,NM,0.5811655780343035,High,0.6075369190892929,0.001250450941890977,190,100.73596314835397,4,219,11,12.257229350927672,2024-01-01
79,35041,Roosevelt County,NM,0.575671206717113,High,0.6018713536347642,0.009664818175355088,189,99.1866086099766,4,210,17,94.46833040767375,2024-01-01
80,6023,Humboldt County,CA,0.5752309151387719,High,0.5999199570912083,0.01882491228022754,198,99.88263504995244,3,209,252,183.96542522783233,2023-12-04
81,16087,Washington County,ID,0.5738154634536948,High,0.5941475343301933,0.04543398011615725,204,100.90584980857496,2,218,28,443.94466124042935,2023-11-06
82,35005,Chaves County,NM,0.5733997632478545,High,0.6001082696941168,0.009861429969760612,191,104.0838422791538,3,238,70,96.38929150318398,2024-01-01
83,35035,Otero County,NM,0.5723503716351185,High,0.5981687362803234,0.01632773144297424,189,104.53148515879799,3,244,161,159.56715730437702,2024-01-01
84,35003,Catron County,NM,0.5697996687070666,High,0.44914793880264403,0.8498414142947085,140,77.17057822609722,3,231,341,8303.266583754754,2024-01-01
85,35053,Socorro County,NM,0.5673579957071438,High,0.5831898825224088,0.07968595810127126,189,105.61835309402167,2,248,116,778.5976120088229,2024-01-01
86,49021,Iron County,UT,0.5670101431004758,High,0.5941309439511092,0.01618207263664328,209,97.94951463804725,2,221,183,158.1440234530928,2023-09-04
87,35015,Eddy County,NM,0.5655115979706337,High,0.5942869463374233,0.008835962970931668,189,103.06568625022305,3,236,93,86.37014582865214,2024-01-01
88,30049,Lewis and Clark County,MT,0.5590040778209538,High,0.5847116828356641,0.03503799920197453,176,93.63412709353418,5,203,265,342.3725508479974,2024-01-01
89,6003,Alpine County,CA,0.5579074258055621,High,0.4577436351747839,0.7498471404038423,163,66.84606646587389,3,175,75,7326.29004733211,2023-03-13
90,49045,Tooele County,UT,0.5575059035582596,High,0.5862783776023633,0.019698981722963364,200,93.55142334689894,3,218,166,192.5053676018218,2023-08-21
91,8109,Saguache County,CO,0.5566613154461044,High,0.5827905403495927,0.03582279983633414,193,96.36448321998988,3,236,33,350.04030796752767,2024-01-01
92,8033,Dolores County,CO,0.5541011138231838,High,0.5545765807553052,0.18467346534058218,188,88.66070799090029,3,229,51,1804.3596601662455,2024-01-01
93,49053,Washington County,UT,0.55374390426011,High,0.5857974403974183,0.006201984830466296,186,101.63001450104764,3,230,173,60.63532381781028,2024-01-01
94,56013,Fremont County,WY,0.5514813259743764,High,0.5780262472252261,0.040485262863739636,175,84.95664211051582,6,211,244,395.59408622371774,2024-01-01
95,32003,Clark County,NV,0.5501859511325977,High,0.5840400950070154,0.0008183843021184969,181,97.17347724716855,4,216,346,8.035797934870903,2024-01-01
96,8053,Hinsdale County,CO,0.5492461024595144,High,0.5489883774984482,0.19540646503619002,185,88.32059431389268,3,226,21,1909.2245535248846,2024-01-01
97,30069,Petroleum County,MT,0.5460377141841615,High,0.4595345535166961,0.6885132498358293,147,76.9625589713796,3,177,25,6727.038013782055,2024-01-01
98,8007,Archuleta County,CO,0.5454583021479696,High,0.5669930503615175,0.07703877135941817,191,91.57923665418264,3,235,136,752.7337376719564,2024-01-01
99,35013,Dona Ana County,NM,0.5445184856565612,High,0.5797664281430313,0.0005983331409150444,186,99.35264985480963,3,217,14,5.885826612083318,2024-01-01
100,30001,Beaverhead County,MT,0.5434351051326438,High,0.5593948515760625,0.11137393706376363,173,85.84430546749216,5,203,135,1088.199459478583,2024-01-01
101,8051,Gunnison County,CO,0.5432379343921417,High,0.575404563195708,0.019795374580150835,185,91.55256612020753,4,230,55,193.4471571272268,2024-01-01
102,8103,Rio Blanco County,CO,0.542869599655567,High,0.548003829833739,0.17348919782136962,190,84.99874973824846,3,216,137,1695.0857335885094,2024-01-01
103,41015,Curry County,OR,0.542438912990821,High,0.5693998780208497,0.050378865026792015,180,92.23521331044128,4,231,92,492.25779303308724,2024-01-01
104,4013,Maricopa County,AZ,0.5423069583494201,High,0.5780407477965844,0.0008413464477758748,186,98.70101738484625,3,214,436,8.260145556592336,2024-01-01
105,16083,Twin Falls County,ID,0.5422318337304274,High,0.5772259540666522,0.005134895335826108,196,92.49320293300883,3,208,56,50.209512839229966,2023-09-11
106,35051,Sierra County,NM,0.5416167296585321,High,0.5744578974873685,0.018169240428467837,186,104.09111905062554,2,245,21,177.55929825839067,2024-01-01
107,41011,Coos County,OR,0.5398307996111216,High,0.5728657242503068,0.019490920227552742,180,93.54394811968022,4,235,105,190.47253920835763,2024-01-01
108,8083,Montezuma County,CO,0.5392409276185155,High,0.5673711545063039,0.048085440359881486,191,91.7220121909603,3,236,194,469.8502890787116,2024-01-01
109,35029,Luna County,NM,0.5387810279411709,High,0.5746710452280162,0.004733192083258876,186,97.42858728948164,3,205,8,46.284741578915906,2024-01-01
110,6071,San Bernardino County,CA,0.5378609420985472,High,0.5743700867941323,0.002471150285916264,178,95.2920371878557,4,210,619,24.18385845411828,2024-01-01
111,16049,Idaho County,ID,0.5377783306111917,High,0.5252146313177974,0.2806828285336752,142,84.48496467285808,6,211,516,2742.4023246782535,2024-01-01
112,8079,Mineral County,CO,0.5368689068655365,High,0.5349631238647535,0.2215157176928238,181,85.38458838420327,3,221,22,2164.32043288395,2024-01-01
113,8067,La Plata County,CO,0.5329617371155256,High,0.5669930503615175,0.023151039438572947,191,91.57923665418264,3,235,205,226.23309279344775,2024-01-01
114,56035,Sublette County,WY,0.5325497066014826,High,0.5606746270146498,0.05718129278718582,175,85.14753202328723,5,212,58,558.7197218418111,2024-01-01
115,35055,Taos County,NM,0.5316471655742272,High,0.5668996956922631,0.01801138780150847,183,96.26409787861488,3,243,73,176.01702681872513,2024-01-01
116,35049,Santa Fe County,NM,0.531460316872736,High,0.5695426254052042,0.002227963129190488,188,94.31202149219624,3,234,55,21.80784093995819,2024-01-01
117,30055,McCone County,MT,0.5311185924834014,High,0.5417131065944388,0.15846649719485387,175,91.47352736174736,3,189,21,1548.3090687384206,2024-01-01
118,53019,Ferry County,WA,0.5284385294415656,High,0.5024923726614977,0.3691765704294679,146,87.03081492455811,4,224,264,3607.0149278638055,2024-01-01
119,53001,Adams County,WA,0.5278264100182238,High,0.5654967046917561,0.009486374912047802,177,92.53138213850565,4,235,19,92.72488176256257,2024-01-01
120,4012,La Paz County,AZ,0.5272856634941503,High,0.5597428641559133,0.039762042473098766,178,96.51168420671162,3,220,92,388.52798808804147,2024-01-01
121,8081,Moffat County,CO,0.5268618198945114,High,0.548003829833739,0.10446039333212559,190,84.99874973824846,3,216,166,1020.6518915377036,2024-01-01
122,6065,Riverside County,CA,0.5263108790004745,High,0.565411375214243,0.0034346657036193402,178,98.65216513040045,3,231,899,33.5977170577093,2024-01-01
123,16033,Clark County,ID,0.5242428387310214,High,0.5341650811996741,0.17159211394255677,182,84.49322617423964,3,193,11,1676.5506078747248,2023-08-21
124,30033,Garfield County,MT,0.5221674282111143,High,0.48846830909238065,0.4216098006001116,150,79.3751455840916,4,187,43,4119.304618186222,2024-01-01
125,8015,Chaffee County,CO,0.520947486348612,High,0.556262246180346,0.032155474307369154,175,90.22439547778019,4,240,85,314.20934631533424,2024-01-01
126,30051,Liberty County,MT,0.5207578647093284,High,0.5585737686183008,0.01823820381862133,174,91.68726130640012,4,193,5,178.23309298113304,2024-01-01
127,30083,Richland County,MT,0.520422925482934,High,0.5607062379503692,0.004709002654756894,187,91.56533595556758,3,192,3,46.048403005152146,2023-11-06
128,16063,Lincoln County,ID,0.5203179984473524,High,0.5579590532647791,0.01982505226877387,196,91.96086561256206,2,204,16,193.73711778509016,2023-09-11
129,16025,Camas County,ID,0.520087101284143,High,0.5163987189463007,0.254355130635791,180,78.96451567554332,3,193,28,2485.172164355982,2024-01-01
130,30073,Pondera County,MT,0.5197666718395683,High,0.5557689836398528,0.029858920256426006,176,96.19113926423529,3,221,16,291.77126726246183,2024-01-01
131,16047,Gooding County,ID,0.5189883864531578,High,0.5586250207207849,0.010317403642622448,196,92.21234093310204,2,206,20,100.84430239809443,2023-09-11
132,16053,Jerome County,ID,0.5182625655553149,High,0.5579590532647791,0.010961607283705066,196,91.96086561256206,2,204,21,107.1383812240745,2023-09-11
133,53025,Grant County,WA,0.5181457297568383,High,0.5570222947558991,0.015766473278186987,180,94.30434445557134,3,244,133,154.08348272445826,2024-01-01
134,4027,Yuma County,AZ,0.5163150954479153,High,0.5580103772702246,0.00227286253759649,178,95.85748152611383,3,216,53,22.24652274447628,2024-01-01
135,30099,Teton County,MT,0.5161267480599504,High,0.5557689836398528,0.01416282806316235,176,96.19113926423529,3,221,13,138.41534807171365,2024-01-01
136,8085,Montrose County,CO,0.5152412468633454,High,0.5542312471155858,0.019058843111249398,187,89.12032099126797,3,228,132,186.2510054331913,2024-01-01
137,8113,San Miguel County,CO,0.5147957796459476,High,0.5467485970929317,0.059542676706017504,185,87.47483302280102,3,226,64,581.7912097622312,2024-01-01
138,16031,Cassia County,ID,0.5133179577575855,High,0.5514827090720085,0.026341414964957628,182,84.28950044782867,4,208,74,257.4040979957725,2023-09-11
139,6027,Inyo County,CA,0.5099616577327245,High,0.5471708869862799,0.0363038083419847,186,87.04427939819459,3,202,66,354.73991731069066,2023-08-21
140,6035,Lassen County,CA,0.5073490548802528,High,0.5361767905423157,0.08734216100035146,192,86.09574305797138,2,200,181,853.4012012489026,2023-07-17
141,30005,Blaine County,MT,0.5072306224532598,High,0.5348389708792243,0.09441298779363848,161,83.65195252878986,5,194,51,922.485475791357,2024-01-01
142,19193,Woodbury County,IA,0.5066344006829843,High,0.5510365696717417,4.886434310222311e-05,186,95.24701433230742,2,190,1,0.5173379769703969,2024-01-01
143,53043,Lincoln County,WA,0.5062314007422632,High,0.5361463367876854,0.08269519274891089,174,89.96147895142207,3,237,75,807.9988119869602,2023-12-25
144,30029,Flathead County,MT,0.5047593246428724,High,0.5469032009949403,0.015387287217769404,155,91.74759927077356,5,234,306,150.37871174556366,2024-01-01
145,32013,Humboldt County,NV,0.503436589472197,High,0.5247482922210122,0.13523703209301646,188,84.14029536526263,2,202,155,1321.3496492129316,2023-07-03
146,32023,Nye County,NV,0.5028089441573332,High,0.5460627142431349,0.011739955546554423,184,87.80585156860256,3,212,47,114.74309657806644,2023-08-21
147,30091,Sheridan County,MT,0.5022347745402991,High,0.5320323095889805,0.0887754498033728,166,86.38507967814819,4,202,17,867.404898420577,2024-01-01
148,32009,Esmeralda County,NV,0.4997914187478199,Moderate,0.5422945600889764,0.02008220416619434,184,86.38296255921395,3,202,2,196.24957535191598,2023-08-21
149,16073,Owyhee County,ID,0.4968553749892628,Moderate,0.5036035444417983,0.2266864803610489,182,79.69593240313766,2,196,149,2214.840463738712,2023-06-05
150,35028,Los Alamos County,NM,0.4963899213599,Moderate,0.5427457157267798,0.0028575198527720377,181,88.32336529512492,3,227,15,27.958814624287047,2024-01-01
151,8021,Conejos County,CO,0.4959838805235878,Moderate,0.5380562665544368,0.02768207437674892,167,81.32674781360183,5,223,18,270.50277592690867,2024-01-01
152,41063,Wallowa County,OR,0.49586146858441266,Moderate,0.5066128588100678,0.20534652732601288,142,84.2037857978602,5,206,195,2006.3421908641517,2024-01-01
153,41045,Malheur County,OR,0.49432405151367703,Moderate,0.5251023028654079,0.09393570691995654,188,84.27397297889246,2,203,142,917.8222866233505,2023-07-03
154,8111,San Juan County,CO,0.4927625320466208,Moderate,0.5364801871614554,0.022722732640717565,182,85.36743107505384,3,222,3,222.04839625420675,2024-01-01
155,8091,Ouray County,CO,0.49234154704503946,Moderate,0.5360581290849687,0.023299196659855245,182,85.2080581370614,3,218,19,227.6806369703509,2024-01-01
156,53005,Benton County,WA,0.4920509381046949,Moderate,0.5380945901633791,0.010505243199932648,176,89.5171288080733,3,221,226,102.67955588775294,2024-01-01
